-3.00000000000e-02 -3.00000000000e-02 -8.06663839121e-01
-2.99000000000e-02 -2.99000000000e-02 -8.06663822284e-01
-2.98000000000e-02 -2.98000000000e-02 -8.06663805240e-01
-2.97000000000e-02 -2.97000000000e-02 -8.06663787987e-01
-2.96000000000e-02 -2.96000000000e-02 -8.06663770522e-01
-2.95000000000e-02 -2.95000000000e-02 -8.06663752842e-01
-2.94000000000e-02 -2.94000000000e-02 -8.06663734943e-01
-2.93000000000e-02 -2.93000000000e-02 -8.06663716825e-01
-2.92000000000e-02 -2.92000000000e-02 -8.06663698483e-01
-2.91000000000e-02 -2.91000000000e-02 -8.06663679915e-01
-2.90000000000e-02 -2.90000000000e-02 -8.06663661117e-01
-2.89000000000e-02 -2.89000000000e-02 -8.06663642087e-01
-2.88000000000e-02 -2.88000000000e-02 -8.06663622822e-01
-2.87000000000e-02 -2.87000000000e-02 -8.06663603318e-01
-2.86000000000e-02 -2.86000000000e-02 -8.06663583573e-01
-2.85000000000e-02 -2.85000000000e-02 -8.06663563582e-01
-2.84000000000e-02 -2.84000000000e-02 -8.06663543344e-01
-2.83000000000e-02 -2.83000000000e-02 -8.06663522853e-01
-2.82000000000e-02 -2.82000000000e-02 -8.06663502107e-01
-2.81000000000e-02 -2.81000000000e-02 -8.06663481103e-01
-2.80000000000e-02 -2.80000000000e-02 -8.06663459836e-01
-2.79000000000e-02 -2.79000000000e-02 -8.06663438303e-01
-2.78000000000e-02 -2.78000000000e-02 -8.06663416500e-01
-2.77000000000e-02 -2.77000000000e-02 -8.06663394423e-01
-2.76000000000e-02 -2.76000000000e-02 -8.06663372069e-01
-2.75000000000e-02 -2.75000000000e-02 -8.06663349433e-01
-2.74000000000e-02 -2.74000000000e-02 -8.06663326511e-01
-2.73000000000e-02 -2.73000000000e-02 -8.06663303299e-01
-2.72000000000e-02 -2.72000000000e-02 -8.06663279793e-01
-2.71000000000e-02 -2.71000000000e-02 -8.06663255988e-01
-2.70000000000e-02 -2.70000000000e-02 -8.06663231880e-01
-2.69000000000e-02 -2.69000000000e-02 -8.06663207464e-01
-2.68000000000e-02 -2.68000000000e-02 -8.06663182736e-01
-2.67000000000e-02 -2.67000000000e-02 -8.06663157691e-01
-2.66000000000e-02 -2.66000000000e-02 -8.06663132323e-01
-2.65000000000e-02 -2.65000000000e-02 -8.06663106628e-01
